ProDataCSV

Title: Sat Mar 09 13:40:17 2024

Remarks:
#User: SX User
#Date: 2024/03/09
#HV (Absorbance channel): 289.551
#Samples per point: 80
#Sample period: 12.5 us
#Temperature: 19.78 C
#Cell type: Stopped Flow
#Pathlength: 10

Last Modified: Sat Mar 09 13:58:50 2024 by unknown.

Options:

Available Dimensions:,3
Time,1000 time points over 1s,linear,oversampled,external trigger,pressure hold in operation
Repeat,5 repeats in set., -iter option selected
Wavelength,Wavelength: 250nm,,Bandwidth: 0nm

Available Properties: ,3
Absorbance,
HV,
Count,

Data:


Absorbance
Wavelength:,250
Time,Repeat
,0,1,2,3,4,
0.001,0.0203295,0.0207629,0.0203259,0.0204542,0.0202047
0.002,0.0227767,0.0215607,0.022831,0.0220725,0.0211053
0.003,0.0230771,0.0220362,0.0229655,0.0225649,0.0216871
0.004,0.0225118,0.022187,0.0229053,0.0224416,0.022276
0.005,0.0229276,0.0226166,0.0231905,0.0226649,0.0228142
0.006,0.0237572,0.0231753,0.0240936,0.0231465,0.0232122
0.007,0.0242475,0.0231068,0.0243276,0.0234327,0.023528
0.008,0.024342,0.0234402,0.0247146,0.0238107,0.0237701
0.009,0.0244463,0.0238159,0.0250305,0.024167,0.0241332
0.01,0.0249493,0.0241176,0.0252211,0.0244449,0.0245343
0.011,0.0252848,0.0244252,0.0255067,0.0247516,0.0245203
0.012,0.0255094,0.0246051,0.0257913,0.0250129,0.0247966
0.013,0.0257141,0.0248988,0.0260163,0.0252343,0.0250211
0.014,0.0265021,0.0250547,0.0263788,0.0253767,0.0252133
0.015,0.0269386,0.0252596,0.0267467,0.0257171,0.0255049
0.016,0.0270389,0.02568,0.0272452,0.0260198,0.0258735
0.017,0.0273335,0.0260395,0.0276751,0.0265588,0.026174
0.018,0.0278289,0.0265726,0.0279618,0.0269428,0.0266855
0.019,0.0280524,0.0270883,0.0283338,0.0273933,0.0271305
0.02,0.0283394,0.0274423,0.0287585,0.0278902,0.0276544
0.021,0.0285007,0.0277044,0.0290169,0.0280272,0.0278878
0.022,0.0287732,0.0278265,0.0292442,0.0281457,0.0281575
0.023,0.029018,0.0279934,0.0295501,0.0284106,0.0282454
0.024,0.0290252,0.0280543,0.0295739,0.028603,0.0283781
0.025,0.0292728,0.0282203,0.0297539,0.0288134,0.0284449
0.026,0.0293802,0.0284522,0.0298754,0.0290453,0.0284446
0.027,0.0297322,0.0287766,0.0299434,0.0293985,0.0287456
0.028,0.0298336,0.0288427,0.0299387,0.0295016,0.0287371
0.029,0.0300982,0.0289121,0.0300261,0.0296004,0.0290018
0.03,0.0303028,0.0290538,0.0302843,0.0298819,0.0292752
0.031,0.0305655,0.0292601,0.0305641,0.0299916,0.0295708
0.032,0.0307473,0.0293623,0.0307334,0.0303648,0.0296949
0.033,0.0307938,0.029522,0.0309871,0.030308,0.0298748
0.034,0.0309367,0.0297128,0.0312239,0.0306363,0.0298648
0.035,0.0313883,0.0299986,0.0314819,0.0308467,0.0302443
0.036,0.0317083,0.0302995,0.0317234,0.031182,0.0305046
0.037,0.0319408,0.0305359,0.0318028,0.0311223,0.0306992
0.038,0.0321801,0.030729,0.0321975,0.0313238,0.0311152
0.039,0.0323695,0.0309014,0.0324516,0.0314341,0.0313382
0.04,0.0323596,0.0310184,0.0326771,0.0315283,0.0314551
0.041,0.0325083,0.0311168,0.0328155,0.0317702,0.0314602
0.042,0.0326326,0.0313598,0.0330523,0.0318977,0.031721
